"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Alabama"	"01"	"Feb., 2021 "	"2021/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021 "	"2021/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	238	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021 "	"2021/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021 "	"2021/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021 "	"2021/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021 "	"2021/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	258	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021 "	"2021/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021 "	"2021/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021 "	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021 "	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	237	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021 "	"2021/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021 "	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021 "	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021 "	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	293	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021 "	"2021/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021 "	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021 "	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021 "	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	264	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021 "	"2021/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021 "	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021 "	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021 "	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021 "	"2021/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021 "	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021 "	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021 "	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	290	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021 "	"2021/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021 "	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021 "	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021 "	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021 "	"2021/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021 "	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021 "	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021 "	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	260	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021 "	"2021/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021 "	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021 "	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021 "	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	289	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021 "	"2021/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021 "	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021 "	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021 "	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	313	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021 "	"2021/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021 "	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2018"	"2018/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2018"	"2018/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2018"	"2018/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2019"	"2019/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2019"	"2019/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2019"	"2019/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2019"	"2019/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2019"	"2019/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2019"	"2019/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2019"	"2019/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2019"	"2019/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2019"	"2019/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2019"	"2019/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2020"	"2020/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2020"	"2020/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2020"	"2020/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2020"	"2020/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2020"	"2020/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2020"	"2020/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2020"	"2020/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2020"	"2020/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2020"	"2020/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2020"	"2020/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2020"	"2020/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2020"	"2020/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2020"	"2020/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2021 "	"2021/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2021 "	"2021/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2021 "	"2021/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2021 "	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2021 "	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2021 "	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2021 "	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2021 "	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2021 "	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2021 "	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2021 "	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2021 "	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2021 "	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2018"	"2018/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	310	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	484	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2018"	"2018/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2018"	"2018/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2018"	"2018/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	360	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2018"	"2018/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2018"	"2018/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2018"	"2018/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	118	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	393	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2018"	"2018/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2018"	"2018/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2018"	"2018/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	347	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2018"	"2018/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2018"	"2018/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2018"	"2018/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	295	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2018"	"2018/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2018"	"2018/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2018"	"2018/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	302	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2018"	"2018/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2018"	"2018/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2018"	"2018/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
